9,0.0
205,907.5843227906006
20,245.6591611701137
5,26.117828899355686
192,1101.2839747704359
15,0.0
175,716.9639631819509
9,0.0
42,169.7692980418671
358,2089.320985669655
51,359.32611069644594
12,36.04340758361417
200,802.6913720455155
103,568.748018874507
13,180.43598999259217
109,301.6852336254618
129,648.2286761735352
123,621.3826355092539
20,180.43598999259217
2,96.65410657427202
123,455.1528220882409
10,180.43598999259217
106,634.760611810847
90,504.8448192613023
16,148.6050793807931
51,290.35375855410734
18,46.01849060569208
87,256.73952192134465
190,970.0894097988095
8,191.1598762753627
12,0.0
17,138.1063676085057
9,0.0
120,634.760611810847
101,467.4605532369972
126,745.1334429454289
346,1733.95863119475
129,581.7773809168946
374,1733.95863119475
16,76.24576622578843
302,1513.9568407660931
362,2034.523037293426
56,245.6591611701137
22,0.0
266,1259.9574592434778
211,1241.692492116933
26,313.08127585473727
129,479.8444937328392
48,267.8816120202555
46,256.73952192134465
6,159.1591935824809
4,106.93690557510934
21,86.42390524073107
103,467.4605532369972
138,634.760611810847
289,1577.4542373952534
20,0.0
358,1534.899440500684
12,234.63984954817448
218,1118.3053541062532
309,1599.0760696036846
5,0.0
12,117.27284589199428
31,86.42390524073107
72,201.9415735451156
218,1034.6111342352524
4,66.11916231269504
40,159.1591935824809
272,1152.7889669752653
200,1170.2563269127747
5,0.0
13,16.241265618191107
25,201.9415735451156
6,66.11916231269504
22,234.63984954817448
110,675.4399802850926
14,46.01849060569208
8,127.6624796462022
4,16.241265618191107
81,138.1063676085057
228,1278.390769453326
7,0.0
2,56.04357425278067
144,568.748018874507
68,169.7692980418671
3,0.0
312,1392.7075971332233
55,313.08127585473727
52,169.7692980418671
2,127.6624796462022
4,148.6050793807931
2,0.0
270,1187.8775862770844
102,634.760611810847
46,212.78170848379403
122,594.8921820092128
30,36.04340758361417
113,406.66559886825524
14,0.0
197,1051.0721325082836
212,1067.669738137674
66,191.1598762753627
202,938.5926958625311
16,46.01849060569208
44,159.1591935824809
104,555.8029898632722
305,1665.3804842374852
393,1929.2355703225821
2,6.413236013332835
48,212.78170848379403
5,86.42390524073107
13,191.1598762753627
